topic	argument	label	stuff
Prayer in schools violates the separation of church and state.	Prayer is a personal decision	counter	(prayer; is a; personal decision)(prayer; synonym of; worship)(worship; not capable of; violates)(violates; synonym of; infringes)(infringes; not has context; church and state)
It's fine for a parent to stay home, but nobody else has to ensure that a parent can stay home.	Society as a whole should help make sure kids can have a parent stay home with them.	counter	(kids; desires; parent stay home)(parent stay home; made of; parent can stay)(society; desires; parent stay home)(society; capable of; ensure)
Some people are politically apathetic, they should not be forced to vote.	Voting is a right everyone should express	counter	(vote; is a; right)(right; desires; should express)(should express; desires; forced)
public defenders should be mandated.	Public defenders cost nothing.	support	(public defenders; has context; cost nothing)(public defenders; desires; required)(required; has context; mandated)
Surrogacy is an advantage for people.	Surrogacy is like cheating the nature.	counter	(surrogacy; causes; artificial childbirth)(artificial childbirth; not part of; natural birth)(artificial childbirth; has property; cheating the nature)(cheating the nature; is not a; advantage for people)
People should follow whichever religion they choose.	Some religions are better than others.	counter	(religion; capable of; good)(good; capable of; better)(one religion; capable of; better)(others; not capable of; better)(people; desires; better)(religion; causes; some religions better)
Subsidizing journalism allows for efficient information.	Some journalist will always give wrong information irrespective of the subsidy or not	counter	(subsidizing journalism; capable of; funding)(funding; not causes; efficient information)(some journalist; not capable of; efficient information)(funding; is a; subsidy)
Making organ trade legal will enable criminal make less money off it	Legalizing organ trade make criminals that are into it switch to another form of illegal things	support	(legalizing organ trade; causes; criminal make less)(criminal make less; causes; switch to another)(switch to another; has context; illegal)(legalizing organ trade; synonym of; organ trade legal)
People locked away for speaking their mind are political prisoners.	You should be able to say what you want provided it does not harm others.	support	(people; has property; freedom of speech)(freedom of speech; used for; speaking their mind)(freedom of speech; causes; locked away)(locked away; synonym of; arrested)(arrested; has context; political prisoners)(speaking their mind; has context; what you want)(speaking their mind; not capable of; harm others)
Bad behavior is subjective, and each case should be dealt with individually. So there should be no zero-tolerance policies.	Violent behavior should have consequences right away.	counter	(violent behavior; is a; bad behavior)(violent behavior; has subevent; consequences)(consequences; part of; zero-tolerance policies)(violent behavior; is not a; subjective)(violent behavior; not desires; dealt with individually)
Mandatory retirement hurts elderly workers.	Mandatory retirement allows older workers to find value in other aspects of their lives.	counter	(mandatory retirement; used for; older workers)(find new hobbies; capable of; meaning in life)(mandatory retirement; causes; find new hobbies)(find new hobbies; has context; other aspects)(meaning in life; is not a; hurts)
If the holocaust is denied there is more chance that it will happen again.	We did not learn from our President's comments about Charlottesville and as a result something worse happened.	support	(learning from history; not causes; happen again)(holocaust; part of; history)(history; receives action; learning from history)(history; not desires; denied)(learning from history; not causes; something worse)(charlottesville; part of; history)
Abolishing the right to keep and bear arms will not prevent people from obtaining guns.	Abolishing the right to keep and bear arms will disarm the majority of the populace.	counter	(bear arms; receives action; abolishing)(abolishing; capable of; disarm the majority)(disarm the majority; causes; less gun deaths)(less gun deaths; is a; good thing)
people should have their choice of representation.	Choosing representation is not fair.	counter	(choosing representation; is not a; fair)(people; not capable of; choosing representation)(choosing representation; is a; choice of representation)
Safe places grant asylum from prejudice.	There are a lot of malignant ideals that prevent people from feeling safe in public places.	support	(safe places; causes; feeling safe)(prejudice; causes; malignant ideals)(malignant ideals; part of; public places)(public places; not capable of; feeling safe)
The church of scientology should be banned, because it's actually a cult and not a religion.	Scientologists have reported needing therapy.	support	(scientologists; has subevent; needing therapy)(needing therapy; not part of; religion)(needing therapy; part of; cult)
People should not have to pay tax for a site that already runs well on donations.	Taxpayer money should go towards essential services like healthcare and military.	support	(taxpayer money; created by; people)(people; desires; essential services)(people; synonym of; citizens)(taxpayer money; has property; site)(site; capable of; runs smoothly)(runs smoothly; synonym of; runs well)(donations; capable of; fund)(fund; has property; site)
When people deny terrible past events like the holocaust it is more likely to happen again.	People can have strong morals without knowing everything that has ever happened.	counter	(strong morals; not desires; know everything)(strong morals; not created by; past events)(people; capable of; strong morals)
Television focuses people's attention away from healthier activities.	People can work out while watching television.	counter	(people; desires; healthier activities)(work out; part of; healthier activities)(work out; at location; watching television)(work out; made of; attention)
Everyone should have to use a public defender, so that wealthy people invest in the public defender system.	People deserve better representation if they can get it.	counter	(public defender; part of; representation)(representation; is a; choice)(better representation; part of; choice)(everyone; desires; better representation)
safe spaces allow for freedom of expression.	Safe spaces coddle individuals too much.	counter	(safe spaces; used for; coddle individuals)(coddle individuals; capable of; too much)(freedom of expression; capable of; coddle individuals)
school prayer should not be allowed in schools.	People should be allowed to participate in prayer at school.	counter	(people; desires; prayer at school)(school prayer; is a; prayer at school)(schools; receives action; allowed to participate)(prayer at school; made of; allowed to participate)
Racial profiling is biased against anyone who isn't white.	Stereotypes are only a starting point, and racial profiling is a blanket term used for all races.	counter	(racial profiling; used for; all races)(all races; not capable of; biased)(white; part of; all races)
the public defender system can benefit from wealthy people investment and thus should be made mandatory..	some public defenders just care about money and not the case.	counter	(public defender; capable of; greedy)(greedy; has context; care about money)(care about money; not capable of; benefit)(care about money; has property; not the case)
Compensating only the executives greatly is not ideal.	executive work lesser than the other employees	support	(executives; has context; work lesser)(other employees; desires; compensating)(other employees; not capable of; work lesser)
zero-tolerance policies have shown that they don't reduce violence or drug use by kids.	Kids respond when there are no second chances	counter	(zero-tolerance policies; has property; no second chances)(kids; desires; no second chances)(zero-tolerance policies; part of; policies)
Foster care is a positive for children.	Foster care can sometimes place children into the wrong hands.	counter	(foster care; has property; foster families)(foster families; capable of; good families)(foster families; capable of; bad families)(bad families; is a; wrong hands)(bad families; is not a; positive for children)
everyone should have to use a public defender.	With public defenders, people would be treated the same.	support	(public defender; causes; treated the same)(everyone; desires; treated the same)(everyone; part of; people)
Practicing gender neutral language creates gender equality.	Christians don't believe in spectral gender, and would feel ostracized at the adoption of gender neutral language.	counter	(gender neutral language; used for; spectral gender)(spectral gender; not part of; christians)(practicing gender neutral; causes; ostracized)(christians; not desires; ostracized)
School prayer should not be in schools.	People should be able to pray if they want to in schools.	counter	(pray; has context; personal decision)(personal decision; has context; choose location)(schools; part of; choose location)(school prayer; part of; pray)
Voting should not be mandated.	Voting should be forced so get the population participating in democracy.	counter	(democracy; capable of; gives leader choice)(gives leader choice; created by; voting)(voting; created by; participating in democracy)(participating in democracy; is a; essential)(essential; has context; mandated)
The holocaust should never be denied.	People can have their own opinions and it should not be criminalized.	counter	(people; capable of; own opinions)(own opinions; desires; not be criminalized)(own opinions; desires; never be denied)(the holocaust; part of; own opinions)
Telemarketing is good for the economy, and is a legitimate form of marketing.	Some people don't know they want something until someone asks.	support	(telemarketing; capable of; meeting a need)(meeting a need; has context; some people)(meeting a need; has context; selling wanted goods)(selling wanted goods; is a; legitimate)(selling wanted goods; part of; economy)(selling wanted goods; has context; something)
Scientology is a cult.	It is not unusual for a Scientologist to say they gain from their faith.	counter	(scientology; is a; faith)(faith; is not a; cult)(cult; created by; scientologist)(faith; not capable of; benefits)
Assisted suicide is good for terminal patients who are suffering.	Assisted suicide encourages patients to avoid seeking alternative treatments that could help them.	counter	(look for relief; has property; best options)(suffering; causes; look for relief)(terminal patients; capable of; suffering)(best options; has subevent; alternative treatments)(alternative treatments; is not a; assisted suicide)
School prayer is a positive for society.	Schools should not be mandating prayer.	counter	(schools; has subevent; separate from religion)(separate from religion; not used for; mandating prayer)(mandating prayer; not capable of; positive)(mandating prayer; part of; school prayer)
People should not take natural medicines without seeking medical help.	People can do their own research about natural medicines without paying for a doctor's advice.	counter	(people; capable of; smart)(smart; capable of; research)(natural medicines; has property; information)(information; used for; research)
zero-tolerance policies make schools safer for both students and teachers.	zero-tolerance means no room for mistakes	counter	(zero-tolerance; capable of; harsh)(harsh; not capable of; mistakes)(mistakes; has context; no room)(zero-tolerance; used for; policies)(policies; part of; discipline)(discipline; used for; students and teachers)
People have the right to what they want to do with their body	selling of organ is illegal as people can be forced into selling what they do not want to sell.	counter	(selling of organs; is a; illegal)(illegal; not has subevent; forced into selling)(illegal; not has context; right)(their body; not used for; forced into selling)(forced into selling; not capable of; right)
Executive are hard working.	Most executive get to their position by chance and their pay should not be much more than the workers	counter	(executive; has property; senior position)(senior position; has property; achieved by chance)(achieved by chance; is a; did nothing special)(did nothing special; causes; no special pay)(no special pay; has context; similar workers' pay)(achieved by chance; is not a; from hard work)(from hard work; synonym of; hard working)(executive; is not a; workers)
Surrogacy ensures that a child is raised by at least one biological parent.	A biological connection is not important.	counter	(surrogacy; is a; rented womb)(rented womb; has subevent; implanted embryo)(implanted embryo; capable of; donated sperm egg)(biological connection; has property; not important)(implanted embryo; capable of; no biological link)(no biological link; not causes; one biological parent)(no biological link; antonym of; biological connection)
Cosmetic surgery is risky for minor that is why it should be banned.	Minors gets cosmetic surgery illegally, they can also be left alone to make their decisions	counter	(minor; capable of; surgery illegally)(surgery illegally; has context; decision)(cosmetic surgery; receives action; surgery illegally)
If someone can afford a good lawyer, they should be allowed, so they get the best representation they can get.	Nobody is better than anyone else.	counter	(nobody; capable of; better)(someone; not capable of; better)(afford; not part of; better)
Journalism is not in need of subsidies.	Government subsidies should not be used for Journalism and would be better used for social programs.	support	(government subsidies; used for; in need)(social programs; has context; in need)(journalism; not part of; has need)(journalism; not desires; government subsidies)
Even with free speech there are limits, and if you are triggering violence, you shouldn't get a platform.	Free speech is supposed to be universal, regardless of the message.	counter	(free speech; is a; universal)(universal; not capable of; limits)(universal; receives action; get a platform)(universal; capable of; triggering violence)
School prayer goes against first amendment rights of kids by forcing beliefs.	Not every child wants to be prohibited from believing in God.	counter	(child; desires; believing in god)(school prayer; causes; believing in god)(believing in god; part of; first amendment)
Executive are hard working.	executive work lesser than the other employees	counter	(executive; capable of; work lesser)(work lesser; not has context; hard working)(other employees; capable of; hard working)
People should be allowed to higher expensive lawyers if they can afford to do it.	Expensive lawyers are not always available to everyone.	counter	(expensive lawyers; has context; not always available)(everyone; not capable of; expensive lawyers)(afford; part of; not always available)
Telemarketing makes advertising	Telemarketing can cause harm for people as there are many scammers out there	counter	(scammers; causes; harm)(scammers; part of; telemarketing)(advertising; made of; harm)
Zero tolerance policy should not be implemented.	Zero tolerance policy punishes children.	support	(zero tolerance policy; has property; punished first time)(punished first time; has context; no warning)(not allow mistakes; has property; punishes children)(no warning; has property; not allow mistakes)(punishes children; desires; not be implemented)
LGBTQ tolerance is imperative.	Old values do not need to be changed.	counter	(old values; not desires; changed)(old values; capable of; imperative)(tolerance; not part of; old values)
People should pay for a lawyer if they can	Public defenders are not ideal	support	(public defenders; part of; lawyer)(public defenders; is not a; ideal)(people; desires; legal representation)(legal representation; desires; pay)(legal representation; synonym of; lawyer)
children need the room to grow and learn from mistakes	the more mistakes you make when you are young, the stronger those bad habits are to break later in life	counter	(children; is a; young)(young; capable of; more mistakes)(more mistakes; causes; bad habits)(bad habits; not capable of; grow and learn)
This system would get rid of people being able to get their preferred gender for their children.	A system where people keep having more children just to choose the gender is wrong.	support	(system; used for; child gender selection)(child gender selection; capable of; gender imbalance)(gender imbalance; is a; bad for society)(bad for society; desires; banned)(child gender selection; used for; children)
Payday loans should not exist.	Payday loans can be helpful with the right educational tools.	counter	(payday loans; used for; money)(money; capable of; meet a need)(meet a need; has property; helpful)(helpful; not has context; should not exist)
If something's not harmful it should be allowed.	Sometimes things that seem harmless are later found to be harmful.	counter	(harmful; antonym of; harmless)(something's; is a; harmless)(harmless; not desires; allowed)
Children do not know what they are saying when they pray at school.	Kids believe in God	counter	(children; synonym of; kids)(kids; capable of; believe in god)(pray at school; part of; believe in god)(kids; capable of; understand)(understand; has context; what they're saying)
Cancelling pride parades does harm to LGBTQ+ people	Everyone is already aware of them. Pride parades aren't important for awareness any longer.	counter	(lgbtq+; has context; already aware)(already aware; not desires; parades)(parades; not has context; important for awareness)
public defenders care more about your best interests than their paid counterparts	we need a full overhaul of the public defender system	counter	(public defenders; part of; public defender system)(public defender system; desires; full overhaul)(public defenders; synonym of; court appointed attorney)(court appointed attorney; not capable of; your best interests)(court appointed attorney; antonym of; paid counterparts)
Subsidized loans are an important way to support students.	It is a denial of personal responsibility for students to have all their borrowed money subsidized.	counter	(subsidized loans; has context; borrowed money)(subsidized loans; not part of; personal responsibility)(personal responsibility; is a; important)
zero-tolerance policies don't make sense because innocent students often get punished.	innocent students don't get caught up in problems.	counter	(innocent students; not capable of; get caught up)(zero-tolerance policies; used for; guilty people)(guilty people; is not a; innocent students)(not caught up; not capable of; punished)(get caught up; antonym of; not caught up)
Payday loans work for people who need immediate money, and don't have good credit.	People are forced to pay high interest rates.	counter	(payday loans; has property; high interest rates)(causing bankruptcy; is a; harmful)(high interest rates; capable of; unaffordable)(can't repay; capable of; causing bankruptcy)(people; desires; immediate money)(immediate money; created by; payday loans)(unaffordable; causes; can't repay)
Subrogation should not be prohibited.	Subrogation should not be allowed because it's a loophole in the law and it puts people at a disadvantage.	counter	(subrogation; is a; loophole)(loophole; causes; disadvantage)(loophole; receives action; prohibited)
Telemarketers has nothing to offer only to rip people off their money	Telemarketing is an easy way to advertise product.	counter	(telemarketers; capable of; advertise product)(advertise product; capable of; provides value)(provides value; not capable of; rip people off)(provides value; not has context; take their money)(telemarketers; capable of; telemarketing)
Mandatory retirement age will allow young workers to be able to predictably enter the workforce.	Forcing older people to retire, means less qualified and experienced people will enter the workforce.	counter	(mandatory retirement age; causes; loss of experience)(loss of experience; at location; workforce)(loss of experience; receives action; young workers)(young workers; has property; less qualified)(less qualified; causes; poorer quality work)
Homeopathy can be a source of first aid and immediate medication	Homeopathic medication is a very good medication.	support	(homeopathic medication; is a; alternative medicine)(alternative medicine; capable of; working)(traditional medicine; capable of; not always work)(working; antonym of; not always work)(homeopathy; synonym of; homeopathic medication)(working; has property; immediate medication)(working; has context; good)
Payday loans cause debt and should be banned.	Debt can be cause with or without payday loan use.	counter	(payday loans; used for; temporary help)(people in need; has property; no money)(no money; causes; debt)(no money; not created by; payday loans)(temporary help; not desires; banned)(payday loans; synonym of; payday loan)
People are deterred from committing criminal acts by the death penalty.	If someone knows they can die from doing a crime they are less likely to do it.	support	(death penalty; causes; criminal killed)(criminal killed; has context; severe punishment)(severe punishment; capable of; deterring others)(deterring others; not causes; committing criminal acts)(criminal killed; synonym of; die)(committing criminal acts; synonym of; crime)
executives deserve their compensation.	Executives are responsible for company growth.	support	(executives; capable of; work hard)(work hard; causes; deserve their compensation)(work hard; causes; company growth)(executives; has property; responsible)(responsible; causes; deserve their compensation)
zero tolerance should be in schools.	Zero tolerance punishes children.	counter	(zero tolerance; capable of; punishes children)(punishes children; not part of; schools)(children; at location; schools)
more usage of public defenders would make trials fairer	having a fair courtroom requires giving equal emphasis to public defenders as we do to judges and prosecutors	support	(public defenders; causes; fair courtroom)(trials fairer; used for; judges and prosecutors)(fair courtroom; causes; trials fairer)
If body parts could be bought and sold, poor people would be exploited for parts since they need money.	Everyone would have the same chance of being used for their body parts, not just the poor.	counter	(body parts; has context; paid)(paid; synonym of; bought and sold)(paid; capable of; exploited for parts)(exploited for parts; used for; everyone)(everyone; not has context; poor)
A person has a right to take a vow of celibacy.	A vow of celibacy affects more than just the person taking the vow, such as parents who want grandchildren.	counter	(vow of celibacy; causes; affects more)(parents; part of; affects more)(parents; part of; person)
School prayer should not be in school.	If people want to pray in school, they should have that right.	counter	(school prayer; synonym of; pray in school)(school prayer; is a; right)(right; at location; school)
school prayer forces a religion on everyone.	Having more ways to calm students is a no-brainer.	counter	(calm; is a; no-brainer)(everyone; desires; calm)(school prayer; causes; calm)(students; part of; everyone)
Subsidizing wikipedia would be a nonsense exercise.	Because anyone may edit a Wikipedia page, subsidizing it would be pointless in the interest of preserving facts.	support	(unverified information; capable of; nonsense exercise)(unverified information; not capable of; preserving facts)(subsidizing wikipedia; capable of; unverified information)(anyone may edit; capable of; unverified information)(unverified information; not capable of; valued resource)
Problems with payday loans could be solved with increased regulation.	Many states have capped the amount of payday loan principals.	support	(being solved; created by; capped the amount)(capped the amount; part of; increased regulation)(problems; capable of; being solved)(payday loans; has property; problems)(payday loans; synonym of; payday loan)
foster care is a positive.	Foster care does not do enough to properly care for children.	counter	(foster care; has context; not properly care)(not properly care; has context; not do enough)(not properly care; not has context; positive)
zero tolerance policies don't give second chances.	zero tolerance policies include minor infractions	support	(zero tolerance policies; used for; minor infractions)(minor infractions; not desires; give second chances)(give second chances; not has subevent; rehabilitation)
School prayer is a means of forcing religion on students.	Students can choose to believe what they want	counter	(students; capable of; choose)(what to believe; part of; choose)(forcing religion; not has context; choose)
Foster care home intentions are not known and cannot be trusted	Foster care parents really needs children and do take care of the children	counter	(foster care parents; capable of; care)(children; receives action; care)(foster care parents; capable of; trusted)
People will not want to become lawyers if good lawyers have to be public defenders.	Lawyers are sometime motivated by rewards other than money.	counter	(lawyers; capable of; integrity)(integrity; desires; rewards)(rewards; not part of; money)(people; desires; court appointed attorney)(public defenders; not capable of; money)(public defenders; synonym of; court appointed attorney)(court appointed attorney; part of; lawyers)
Companies should be allowed to decide workers' pay.	Companies must be allowed autonomy of wage in a free market economy.	support	(free market economy; has property; compete for workers)(compete for workers; created by; attractive wages)(attractive wages; created by; autonomy of wages)(compete for workers; at location; companies)(autonomy of wages; synonym of; decide workers' pay)
Breaking rules at school has repercussions.	Some rules have unforeseen consequences and they need to be tweaked.	counter	(rules; capable of; unforeseen consequences)(unforeseen consequences; desires; adjustments)(adjustments; part of; tweaked)(unforeseen consequences; not desires; repercussions)(tweaked; not causes; repercussions)
Plastic surgery could save teenagers from emotional pain.	Teenagers could get hooked on pain medication during the recovery from plastic surgery.	counter	(plastic surgery; capable of; physical pain)(physical pain; desires; pain medication)(pain medication; causes; get hooked)(teenagers; capable of; get hooked)
Public defenders should not be mandatory.	Not everyone uses public defenders.	support	(public defenders; not desires; compulsory)(compulsory; synonym of; mandatory)(mandatory; not used for; everyone)
School uniforms should not be allowed	School uniforms prevent children from being bullied over the clothing they wear	counter	(school uniforms; capable of; prevent bullying)(children; not desires; bullied)(clothing; causes; bullied)(prevent bullying; not causes; bullied)(prevent bullying; desires; allowed)
There should not be parades that celebrate homosexuality.	Nobody should be restricted from expressing their point of view.	counter	(parades; part of; expressing)(expressing; has property; point of view)(point of view; has subevent; sexuality)(sexuality; has subevent; homosexuality)(point of view; has context; free speech)
People with multiple crimes should be penalized and punished heavier than others.	We should punish people more in order to stop them from committing more crimes.	support	(committing more crimes; desires; punished heavier)(committing more crimes; has context; multiple crimes)(punished heavier; capable of; stop them)
Forcing people to vote will allow  many people come out to vote on election day	People have rights and can decide what they want, they should not be forced to vote.	counter	(people; has property; rights)(rights; used for; can decide)(can decide; not used for; forced to vote)(election day; not desires; forced to vote)(rights; not used for; forcing people)
Everyone should have a public defender.	Not everyone wants a public defender.	counter	(not everyone; desires; public defender)(public defender; part of; choice)(everyone; desires; choice)
Compulsory voting is not a good societal implementation.	Compulsory voting will help to bring more people into the political process.	counter	(compulsory voting; capable of; bring more people)(bring more people; has property; voting process)(compulsory voting; causes; gets people involved)(gets people involved; is a; good societal implementation)
School uniforms are good for school children.	Uniforms do not allow for individualism and individualism is a good thing.	counter	(lack of individualism; antonym of; individualism)(school uniforms; has context; lack of individualism)(school uniforms; not capable of; self expression)(lack of individualism; is not a; good)
executives deserve their compensation.	Executives are overpaid.	counter	(executives; has context; work hard)(executives; is a; overpaid)(overpaid; not capable of; deserve their compensation)
People have the right to choose their own defender and this is working	everyone should be allowed to a lawyer capable of defending them and not neglecting them	support	(people; desires; defending)(defender; used for; defending)(defending; desires; right to choose)(lawyer; is a; defender)
Celibacy can result in less reckless sexual activity.	Venereal disease is usually a result of reckless sexual activity, and can be deadly	support	(celibacy; not causes; venereal disease)(venereal disease; created by; reckless sexual activity)(reckless sexual activity; has context; deadly)
Students should be allowed to dress however they like	Students dressing as they like could result in bullying those without trendy, expensive clothes	counter	(expensive clothes; has subevent; bullying)(however they like; causes; expensive clothes)(students; not desires; bullying)
Whaling doesn't serve any purpose anymore, other han killing for fun.	Most hunting is just for sport, and not for meat, so whaling shouldn't be any different.	counter	(sport; not part of; killing for fun)(whaling; synonym of; hunt whales)(most hunting; desires; sport)(most hunting; not desires; meat)(hunt whales; is a; necessary)(hunt whales; part of; most hunting)
Payday loans shouldn't be banned.	Payday loans are a tool that can be used by many individuals.	support	(payday loans; used for; short term money)(short term money; used for; helps with emergencies)(helps with emergencies; is a; good thing)(good thing; not desires; banned)(helps with emergencies; has context; many individuals)
Sales of body parts provides income for the poor.	Organ sales is disastrous as poor people can be jilted	counter	(body parts; used for; ill people)(organ sales; has property; body parts)(organ sales; causes; income)(organ sales; capable of; risks their lives)(risks their lives; capable of; disastrous)(poor people; capable of; organ sales)
Three-strike laws help reduce crime rates.	To say that three-strike laws reduce crime rates could be misleading since proof of this is non-existent.	counter	(three-strike laws; not capable of; assist)(assist; synonym of; help)(assist; not has context; reduce crime rates)(three-strike laws; is not a; effective)(reduce crime rates; is a; misleading)
This system would get rid of people being able to get their preferred gender for their children.	If people want to have more children, that's up to them, even if it's to hope for a gender.	counter	(parents; desires; preferred gender)(hope; used for; preferred gender)(more children; used for; preferred gender)(people; desires; hope)
Poor people are often punished, while leaders are not as frequently.	Poor people are more prone to deviant behavior, and leaders are the best of society.	counter	(poor people; capable of; deviant behavior)(deviant behavior; not receives action; punished)(leaders; not capable of; deviant behavior)
Giving unemployed subsidy to dad we improve the standard of life of the family and wife can pursue their career	Wife should stay at home men should work, they are stronger.	counter	(men; capable of; strength)(strength; has context; stronger)(stronger; not part of; wife)(wife; desires; stay at home)(stay at home; antonym of; pursue their career)(men; part of; dad)(men; not desires; unemployed subsidy)
It is desecrating to the American flag to burn it	Sometimes the only way to get people's attention is to take extreme action	counter	(american flag; has context; protest)(burn it; part of; protest)(flag burning; synonym of; burn it)(burn it; is a; extreme action)(extreme action; capable of; get people's attention)(protest; is a; right)(right; not capable of; desecrating)
Businesses will improve if bans are enforced.	Avoiding a business lets them know that they are doing something wrong.	support	(bans; used for; avoiding a business)(doing something wrong; causes; bans)(avoiding a business; has subevent; businesses will improve)
It is important to have subsidized student loans, so that all students can go to college.	It isn't the government's responsibility to pay for college.	counter	(pay for college; not part of; government's responsibility)(students; has property; pay for college)(students; desires; attend college)(attend college; has context; go to college)(go to college; has subevent; pay for college)
Students need a safe space.	Students need to get used to being judged without having a safe space because that is life.	counter	(safe space; not has context; security)(life; not capable of; safe space)(students; synonym of; kids)(kids; not desires; safe space)
School uniforms are taking away choices.	People have the right to decide if they want to wear the school uniforms.	support	(school uniforms; has subevent; right to decide)(right to decide; part of; choices)(want to wear; part of; right to decide)
The three strikes law is not the most effective.	Criminals will offend regardless of the strikes.	support	(criminals; capable of; offend)(three strikes law; has context; offend regardless)(three strikes law; not capable of; stop offenders)(stop offenders; is not a; effective)(offend; antonym of; prevent crime)(criminals; capable of; offend regardless)
student loans should be subsidized.	Students should pay for their own loans, rather than the government.	counter	(loans; used for; students)(students; capable of; pay)(pay; not part of; government)(government; not desires; subsidized)
Activism can lead to corruption in the judicial system.	Judges might be swayed by activists to make a decision even if that decision is incorrect.	support	(judges; part of; judicial system)(activism; capable of; unfairly influence)(unfairly influence; synonym of; corruption)(unfairly influence; has context; judicial system)(activists; part of; activism)
People choosing who defends them has worked for centuries, and doesn't need to be changed.	ideas evolve	counter	(unequal treatment; has context; who defends them)(public defender; used for; poor people)(expensive lawyers; capable of; better defence)(better defence; is a; unequal treatment)(poor people; receives action; unequal treatment)(unequal treatment; desires; changed)(changed; synonym of; evolve)(evolve; synonym of; ideas evolve)
Whaling is so cruel to the endangered whale species, that you can't defend doing it.	Whaling is important to certain cultures.	counter	(certain cultures; desires; whaling)(whaling; capable of; important)(certain cultures; desires; doing it)
People should be able to choose their lawyer	If people choose their lawyer it would allow those with money to get the best lawyers	counter	(choose their lawyer; used for; best lawyers)(people; desires; best lawyers)(money; used for; choose their lawyer)
Even in abusive households, biological children should stay with their biological parents.	Ongoing abuse can be very harmful to the mental and physical wellbeing of children.	counter	(abusive households; has property; bad parents)(bad parents; capable of; harmful)(harmful; not created by; remove children)(bad parents; has property; children)
School uniforms keep students from wearing clothes that are deemed as inappropriate	School uniforms keep students from being able to express themselves	counter	(school uniforms; not capable of; express themselves)(students; desires; express themselves)(students; not desires; wear school uniforms)(express themselves; is not a; inappropriate)
People are always motivated to work harder if they will get more money.	Not everyone is focused on having more money. Some are content with what they have.	counter	(more money; not used for; motivation)(what they have; used for; motivation)(not everyone; desires; more money)(motivation; causes; work harder)
Whaling helps balance the ecosystem in places where there are too many whales.	We have no need to kill whales.	counter	(kill whales; has context; no need)(whaling; has context; kill whales)(kill whales; not has subevent; balance the ecosystem)
Space exploration is important for many novel pursuits, and inventions.	There are many issues on earth that need to be addressed before we turn our attention to outer space.	counter	(earth; is not a; outer space)(many problems; has property; important)(many problems; desires; need solving)(earth; has context; many problems)(need solving; desires; inventions)(need solving; desires; novel pursuits)(important; has context; highest priority)
A ban would encourage better business practices.	Some businesses are too busy to take action towards the ban.	counter	(ban; synonym of; abolish)(abolish; part of; take action)(better business practices; not created by; abolish)
Compensating only the executives greatly is not ideal.	Executive have worked to get to where they are now, so they should earn more income than others	counter	(executives; has property; hard work)(hard work; desires; compensating)(executives; has property; responsible for company)(compensating; part of; income)(successful company; desires; compensating)(compensating; has context; greatly)(responsible for company; capable of; successful company)(executives; synonym of; executive)
Space has been explored, and needs no further exploration.	It is foolish to think that humans already know everything there is to know.	counter	(space; has property; vast)(space; has property; little explored)(little explored; causes; more exploration needed)(more exploration needed; has property; more to learn)(more to learn; antonym of; already know everything)(more exploration needed; synonym of; further exploration)(more to learn; has context; humans)
The 3 strikes law punishes criminals severely.	The 3 strikes law should punish more harshly.	counter	(3 strikes law; desires; punish more harshly)(punish more harshly; has context; severely)(severely; has context; works better)
Americans should continue to have the right to bear arms.	American citizens are not always capable of being responsible with their right to bear arms.	counter	(american citizens; not desires; bear arms)(bear arms; not has context; being responsible)(bear arms; capable of; dangerous)(dangerous; not desires; continue)(americans; part of; american citizens)
The cost of 3 strike laws are extreme for criminals.	It is not for lack of extreme punishment that 3 strike laws impact repeat offenders.	counter	(3 strike laws; not capable of; impact repeat offenders)(impact repeat offenders; not has property; extreme for criminals)(extreme for criminals; not has context; desired effect)
End the war on drugs.	We should not make it easier for people to access drugs.	counter	(illegal; synonym of; war on drugs)(harder; created by; illegal)(access drugs; has property; easier)(access drugs; has property; harder)(war on drugs; receives action; end)(end; causes; easier)(easier; causes; more harm)
Not receiving a payday loan would be in the best interest of a person's financial situation.	A payday loan would be a non-factor in the way if might affect one's financial situation.	counter	(payday loan; has context; finances)(predatory lending; is not a; best interest)(payday loan; capable of; predatory lending)(finances; synonym of; financial situation)
The United States has such a well trained military, there is no need for mercenaries.	Many people within the military have the same job that mercenaries do.	support	(military; synonym of; armed services)(armed services; is a; well trained)(mercenaries; antonym of; armed services)(armed services; part of; united states)(mercenaries; synonym of; professional soldiers)(united states; not desires; professional soldiers)
A white person could not go to college this way.	A white person could not afford college.	support	(white person; not capable of; afford college)(afford college; capable of; go to college)(white person; desires; education)(afford college; has context; this way)
Since payday loans aren't held to the same standards as loans for middle class people, they should be banned.	Poor people have money emergencies.	counter	(solve emergencies; is a; helpful)(poor people; capable of; money emergencies)(money emergencies; receives action; payday loans)(payday loans; used for; solve emergencies)(helpful; not desires; banned)
Mentally ill people need safe places.	People suffering from mental illness should be treated the same at the general public.	counter	(people suffering; desires; treated the same)(mentally ill; causes; people suffering)(people; receives action; mental illness)(mentally ill; has context; mental illness)
School uniforms prevent bullying, and should not be done away with	School uniforms prevent students from expressing themselves	counter	(students; desires; expressing themselves)(school uniforms; not capable of; expressing themselves)(expressing themselves; not has subevent; done away with)
